"Step","CartPole_blip-image-captioning-base_itm_head_20240427_173254 - global_step","CartPole_blip-image-captioning-base_itm_head_20240427_173254 - global_step__MIN","CartPole_blip-image-captioning-base_itm_head_20240427_173254 - global_step__MAX","CartPole_blip-image-captioning-base_contrastive_20240426_164200 - global_step","CartPole_blip-image-captioning-base_contrastive_20240426_164200 - global_step__MIN","CartPole_blip-image-captioning-base_contrastive_20240426_164200 - global_step__MAX","CartPole_blip-image-captioning-base_goal_baseline_reg_20240426_155300 - global_step","CartPole_blip-image-captioning-base_goal_baseline_reg_20240426_155300 - global_step__MIN","CartPole_blip-image-captioning-base_goal_baseline_reg_20240426_155300 - global_step__MAX","CartPole_blip-image-captioning-base_cosine_20240426_154807 - global_step","CartPole_blip-image-captioning-base_cosine_20240426_154807 - global_step__MIN","CartPole_blip-image-captioning-base_cosine_20240426_154807 - global_step__MAX","CartPole_blip-image-captioning-base_goal_baseline_reg_20240426_103506 - global_step","CartPole_blip-image-captioning-base_goal_baseline_reg_20240426_103506 - global_step__MIN","CartPole_blip-image-captioning-base_goal_baseline_reg_20240426_103506 - global_step__MAX","CartPole_blip-image-captioning-base_contrastive_20240426_052047 - global_step","CartPole_blip-image-captioning-base_contrastive_20240426_052047 - global_step__MIN","CartPole_blip-image-captioning-base_contrastive_20240426_052047 - global_step__MAX","CartPole_blip-image-captioning-base_itm_head_20240425_193233 - global_step","CartPole_blip-image-captioning-base_itm_head_20240425_193233 - global_step__MIN","CartPole_blip-image-captioning-base_itm_head_20240425_193233 - global_step__MAX","CartPole_blip-image-captioning-base_cosine_20240425_192124 - global_step","CartPole_blip-image-captioning-base_cosine_20240425_192124 - global_step__MIN","CartPole_blip-image-captioning-base_cosine_20240425_192124 - global_step__MAX"
"845","2780800","2780800","2780800","2780800","2780800","2780800","2780800","2780800","2780800","2780800","2780800","2780800","","","","2780800","2780800","2780800","2780800","2780800","2780800","2780800","2780800","2780800"
"846","2784000","2784000","2784000","2784000","2784000","2784000","2784000","2784000","2784000","2784000","2784000","2784000","","","","2784000","2784000","2784000","2784000","2784000","2784000","2784000","2784000","2784000"
"847","2787200","2787200","2787200","2787200","2787200","2787200","2787200","2787200","2787200","2787200","2787200","2787200","","","","2787200","2787200","2787200","2787200","2787200","2787200","2787200","2787200","2787200"
"848","2790400","2790400","2790400","2790400","2790400","2790400","2790400","2790400","2790400","2790400","2790400","2790400","","","","2790400","2790400","2790400","2790400","2790400","2790400","2790400","2790400","2790400"
"849","2793600","2793600","2793600","2793600","2793600","2793600","2793600","2793600","2793600","2793600","2793600","2793600","","","","2793600","2793600","2793600","2793600","2793600","2793600","2793600","2793600","2793600"
"850","2796800","2796800","2796800","2796800","2796800","2796800","2796800","2796800","2796800","2796800","2796800","2796800","","","","2796800","2796800","2796800","2796800","2796800","2796800","2796800","2796800","2796800"
"851","2800000","2800000","2800000","2800000","2800000","2800000","2800000","2800000","2800000","2800000","2800000","2800000","","","","2800000","2800000","2800000","2800000","2800000","2800000","2800000","2800000","2800000"
"852","2803200","2803200","2803200","2803200","2803200","2803200","2803200","2803200","2803200","2803200","2803200","2803200","","","","2803200","2803200","2803200","2803200","2803200","2803200","2803200","2803200","2803200"
"853","2806400","2806400","2806400","2806400","2806400","2806400","2806400","2806400","2806400","2806400","2806400","2806400","","","","2806400","2806400","2806400","2806400","2806400","2806400","2806400","2806400","2806400"
"854","2809600","2809600","2809600","2809600","2809600","2809600","2809600","2809600","2809600","2809600","2809600","2809600","","","","2809600","2809600","2809600","2809600","2809600","2809600","2809600","2809600","2809600"
"855","2812800","2812800","2812800","2812800","2812800","2812800","2812800","2812800","2812800","2812800","2812800","2812800","","","","2812800","2812800","2812800","2812800","2812800","2812800","2812800","2812800","2812800"
"856","2816000","2816000","2816000","2816000","2816000","2816000","2816000","2816000","2816000","2816000","2816000","2816000","","","","2816000","2816000","2816000","2816000","2816000","2816000","2816000","2816000","2816000"
"857","2819200","2819200","2819200","2819200","2819200","2819200","2819200","2819200","2819200","2819200","2819200","2819200","","","","2819200","2819200","2819200","2819200","2819200","2819200","2819200","2819200","2819200"
"858","2822400","2822400","2822400","2822400","2822400","2822400","2822400","2822400","2822400","2822400","2822400","2822400","","","","2822400","2822400","2822400","2822400","2822400","2822400","2822400","2822400","2822400"
"859","2825600","2825600","2825600","2825600","2825600","2825600","2825600","2825600","2825600","2825600","2825600","2825600","","","","2825600","2825600","2825600","2825600","2825600","2825600","2825600","2825600","2825600"
"860","2828800","2828800","2828800","2828800","2828800","2828800","2828800","2828800","2828800","2828800","2828800","2828800","","","","2828800","2828800","2828800","2828800","2828800","2828800","2828800","2828800","2828800"
"861","2832000","2832000","2832000","2832000","2832000","2832000","2832000","2832000","2832000","2832000","2832000","2832000","","","","2832000","2832000","2832000","2832000","2832000","2832000","2832000","2832000","2832000"
"862","2835200","2835200","2835200","2835200","2835200","2835200","2835200","2835200","2835200","2835200","2835200","2835200","","","","2835200","2835200","2835200","2835200","2835200","2835200","2835200","2835200","2835200"
"863","2838400","2838400","2838400","2838400","2838400","2838400","2838400","2838400","2838400","2838400","2838400","2838400","","","","2838400","2838400","2838400","2838400","2838400","2838400","2838400","2838400","2838400"
"864","2841600","2841600","2841600","2841600","2841600","2841600","2841600","2841600","2841600","2841600","2841600","2841600","","","","2841600","2841600","2841600","2841600","2841600","2841600","2841600","2841600","2841600"
"865","2844800","2844800","2844800","2844800","2844800","2844800","2844800","2844800","2844800","2844800","2844800","2844800","","","","2844800","2844800","2844800","2844800","2844800","2844800","2844800","2844800","2844800"
"866","2848000","2848000","2848000","2848000","2848000","2848000","2848000","2848000","2848000","2848000","2848000","2848000","","","","2848000","2848000","2848000","2848000","2848000","2848000","2848000","2848000","2848000"
"867","2851200","2851200","2851200","2851200","2851200","2851200","2851200","2851200","2851200","2851200","2851200","2851200","","","","2851200","2851200","2851200","2851200","2851200","2851200","2851200","2851200","2851200"
"868","2854400","2854400","2854400","2854400","2854400","2854400","2854400","2854400","2854400","2854400","2854400","2854400","","","","2854400","2854400","2854400","2854400","2854400","2854400","2854400","2854400","2854400"
"869","2857600","2857600","2857600","2857600","2857600","2857600","2857600","2857600","2857600","2857600","2857600","2857600","","","","2857600","2857600","2857600","2857600","2857600","2857600","2857600","2857600","2857600"
"870","2860800","2860800","2860800","2860800","2860800","2860800","2860800","2860800","2860800","2860800","2860800","2860800","","","","2860800","2860800","2860800","2860800","2860800","2860800","2860800","2860800","2860800"
"871","2864000","2864000","2864000","2864000","2864000","2864000","2864000","2864000","2864000","2864000","2864000","2864000","","","","2864000","2864000","2864000","2864000","2864000","2864000","2864000","2864000","2864000"
"872","2867200","2867200","2867200","2867200","2867200","2867200","2867200","2867200","2867200","2867200","2867200","2867200","","","","2867200","2867200","2867200","2867200","2867200","2867200","2867200","2867200","2867200"
"873","2870400","2870400","2870400","2870400","2870400","2870400","2870400","2870400","2870400","2870400","2870400","2870400","","","","2870400","2870400","2870400","2870400","2870400","2870400","2870400","2870400","2870400"
"874","2873600","2873600","2873600","2873600","2873600","2873600","2873600","2873600","2873600","2873600","2873600","2873600","","","","2873600","2873600","2873600","2873600","2873600","2873600","2873600","2873600","2873600"
"875","2876800","2876800","2876800","2876800","2876800","2876800","2876800","2876800","2876800","2876800","2876800","2876800","","","","2876800","2876800","2876800","2876800","2876800","2876800","2876800","2876800","2876800"
"876","2880000","2880000","2880000","2880000","2880000","2880000","2880000","2880000","2880000","2880000","2880000","2880000","","","","2880000","2880000","2880000","2880000","2880000","2880000","2880000","2880000","2880000"
"877","2883200","2883200","2883200","2883200","2883200","2883200","2883200","2883200","2883200","2883200","2883200","2883200","","","","2883200","2883200","2883200","2883200","2883200","2883200","2883200","2883200","2883200"
"878","2886400","2886400","2886400","2886400","2886400","2886400","2886400","2886400","2886400","2886400","2886400","2886400","","","","2886400","2886400","2886400","2886400","2886400","2886400","2886400","2886400","2886400"
"879","2889600","2889600","2889600","2889600","2889600","2889600","2889600","2889600","2889600","2889600","2889600","2889600","","","","2889600","2889600","2889600","2889600","2889600","2889600","2889600","2889600","2889600"
"880","2892800","2892800","2892800","2892800","2892800","2892800","2892800","2892800","2892800","2892800","2892800","2892800","","","","2892800","2892800","2892800","2892800","2892800","2892800","2892800","2892800","2892800"
"881","2896000","2896000","2896000","2896000","2896000","2896000","2896000","2896000","2896000","2896000","2896000","2896000","","","","2896000","2896000","2896000","2896000","2896000","2896000","2896000","2896000","2896000"
"882","2899200","2899200","2899200","2899200","2899200","2899200","2899200","2899200","2899200","2899200","2899200","2899200","","","","2899200","2899200","2899200","2899200","2899200","2899200","2899200","2899200","2899200"
"883","2902400","2902400","2902400","2902400","2902400","2902400","2902400","2902400","2902400","2902400","2902400","2902400","","","","2902400","2902400","2902400","2902400","2902400","2902400","2902400","2902400","2902400"
"884","2905600","2905600","2905600","2905600","2905600","2905600","2905600","2905600","2905600","2905600","2905600","2905600","","","","2905600","2905600","2905600","2905600","2905600","2905600","2905600","2905600","2905600"
"885","2908800","2908800","2908800","2908800","2908800","2908800","2908800","2908800","2908800","2908800","2908800","2908800","","","","2908800","2908800","2908800","2908800","2908800","2908800","2908800","2908800","2908800"
"886","2912000","2912000","2912000","2912000","2912000","2912000","2912000","2912000","2912000","2912000","2912000","2912000","","","","2912000","2912000","2912000","2912000","2912000","2912000","2912000","2912000","2912000"
"887","2915200","2915200","2915200","2915200","2915200","2915200","2915200","2915200","2915200","2915200","2915200","2915200","","","","2915200","2915200","2915200","2915200","2915200","2915200","2915200","2915200","2915200"
"888","2918400","2918400","2918400","2918400","2918400","2918400","2918400","2918400","2918400","2918400","2918400","2918400","","","","2918400","2918400","2918400","2918400","2918400","2918400","2918400","2918400","2918400"
"889","2921600","2921600","2921600","2921600","2921600","2921600","2921600","2921600","2921600","2921600","2921600","2921600","","","","2921600","2921600","2921600","2921600","2921600","2921600","2921600","2921600","2921600"
"890","2924800","2924800","2924800","2924800","2924800","2924800","2924800","2924800","2924800","2924800","2924800","2924800","","","","2924800","2924800","2924800","2924800","2924800","2924800","2924800","2924800","2924800"
"891","2928000","2928000","2928000","2928000","2928000","2928000","2928000","2928000","2928000","2928000","2928000","2928000","","","","2928000","2928000","2928000","2928000","2928000","2928000","2928000","2928000","2928000"
"892","2931200","2931200","2931200","2931200","2931200","2931200","2931200","2931200","2931200","2931200","2931200","2931200","","","","2931200","2931200","2931200","2931200","2931200","2931200","2931200","2931200","2931200"
"893","2934400","2934400","2934400","2934400","2934400","2934400","2934400","2934400","2934400","2934400","2934400","2934400","","","","2934400","2934400","2934400","2934400","2934400","2934400","2934400","2934400","2934400"
"894","2937600","2937600","2937600","2937600","2937600","2937600","2937600","2937600","2937600","2937600","2937600","2937600","","","","2937600","2937600","2937600","2937600","2937600","2937600","2937600","2937600","2937600"
"895","2940800","2940800","2940800","2940800","2940800","2940800","2940800","2940800","2940800","2940800","2940800","2940800","","","","2940800","2940800","2940800","2940800","2940800","2940800","2940800","2940800","2940800"
"896","2944000","2944000","2944000","2944000","2944000","2944000","2944000","2944000","2944000","2944000","2944000","2944000","","","","2944000","2944000","2944000","2944000","2944000","2944000","2944000","2944000","2944000"
"897","2947200","2947200","2947200","2947200","2947200","2947200","2947200","2947200","2947200","2947200","2947200","2947200","","","","2947200","2947200","2947200","2947200","2947200","2947200","2947200","2947200","2947200"
"898","2950400","2950400","2950400","2950400","2950400","2950400","2950400","2950400","2950400","2950400","2950400","2950400","","","","2950400","2950400","2950400","2950400","2950400","2950400","2950400","2950400","2950400"
"899","2953600","2953600","2953600","2953600","2953600","2953600","2953600","2953600","2953600","2953600","2953600","2953600","","","","2953600","2953600","2953600","2953600","2953600","2953600","2953600","2953600","2953600"
"900","2956800","2956800","2956800","2956800","2956800","2956800","2956800","2956800","2956800","2956800","2956800","2956800","","","","2956800","2956800","2956800","2956800","2956800","2956800","2956800","2956800","2956800"
